text,true_label,predicted_label,confidence,correct
Haha Where got so fast lose weight thk muz go 4 a month den got effect Geelater we go aust put bk e weight,0,0,0.9608109027656258,True
idc get over here you are not weaseling your way out of this shit twice in a row,0,0,0.7582483453510811,True
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won Just answer 4 easy questions Play Now Send HMV to 86688 More info,1,1,0.8893335321735772,True
Why nothing Ok anyway give me treat,0,0,0.9503878382302325,True
A bit of Ur smile is my hppnss a drop of Ur tear is my sorrow a part of Ur heart is my life a heart like mine wil care for U forevr as my GOODFRIEND,0,0,0.914892068971028,True
Sorry I cant text amp drive coherently see you in twenty,0,0,0.8993244721815215,True
Then come n pick me at 530 ar,0,0,0.9783988900376781,True
Someone has conacted our dating service and entered your phone because they fancy youTo find out who it is call from landline 09111030116 PoBox12n146tf15,1,1,0.9637433413473556,True
Msg me when rajini comes,0,0,0.9370872251606733,True
Honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,0,0,0.9610559233325089,True
Have you started in skye,0,0,0.8331422513314766,True
Tell me theyre female V howre you throwing in Were deciding what all to get now,0,0,0.8612971849341666,True
Can you pls pls send me a mail on all you know about relatives coming to deliver here All you know about costs risks benefits and anything else Thanks,0,0,0.9349137699047267,True
Don no dawhats you plan,0,0,0.9108452553466776,True
Sfrom the training manual it show there is no tech processits all about password reset and troubleshooting,0,0,0.895672766209144,True
Ooh 4got im gonna start belly dancing in moseley weds 630 if u want 2 join me they have a cafe too,0,0,0.911682400910165,True
Dunno dats wat he told me Ok lor,0,0,0.9865496968919105,True
U come n search tat vidnot finishd,0,0,0.9250916487481733,True
Oh for fucks sake shes in like tallahassee,0,0,0.8927012406959347,True
Yeah we wouldnt leave for an hour at least hows 4 sound,0,0,0.9070625855715521,True
Final Chance Claim ur 150 worth of discount vouchers today Text YES to 85023 now SavaMob member offers mobile T Cs SavaMob POBOX84 M263UZ 300 Subs 16,1,1,0.9269165782663663,True
come lt 25 n pass to me lar,0,0,0.8794832891036604,True
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 TsCs 150pm approx 3mins,1,1,0.8509163811688626,True
Its ok i just askd did u knw tht no,0,0,0.9534805413806182,True
Shall call now dear having food,0,0,0.617505330661231,True
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth 3350 only with The Scotsman this Saturday To stop go2 notxtcouk,1,1,0.9006596418548528,True
5 Free Top Polyphonic Tones call 087018728737 National Rate Get a toppoly tune sent every week just text SUBPOLY to 81618 3 per pole UnSub 08718727870,1,1,0.9499370970288612,True
Yup ive finished c there,0,0,0.9544580488543368,True
WINNER As a valued network customer you have been selected to receivea 900 prize reward To claim call 09061701461 Claim code KL341 Valid 12 hours only,1,1,0.9783021729848852,True
do u think that any girl will propose u today by seing ur bloody funky shit fucking faceasssssholeeee,0,0,0.9173003150363761,True
Sfine Anytime All the best with it,0,0,0.8037191703285195,True
Im at home Please call,0,0,0.7438855459615948,True
Did u download the fring app,0,0,0.8611029468179724,True
V skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey If i dont make it hav gd night,0,0,0.9612781287504325,True
Sorry Ill call later in meeting,0,0,0.9404635100376724,True
Im at home Please call,0,0,0.7438855459615948,True
Gods love has no limit Gods grace has no measure Gods power has no boundaries May u have Gods endless blessings always in ur life Gud ni8,0,0,0.8358298552705814,True
I thought id get him a watch just cos thats the kind of thing u get4an18th And he loves so much,0,0,0.9744794202123722,True
Kkits goodwhen are you going,0,0,0.9605066807564754,True
Just now saw your messageit k da,0,0,0.6916377126191999,True
Sthis will increase the chance of winning,0,0,0.7756828016421867,True
excellent I spent ltgt years in the Air Force Iraq and afghanistan I am stable and honest do you like traveling,0,0,0.9484190258786298,True
Oh ki think most of wi and nz players unsold,0,0,0.916316631948729,True
I got arrested for possession at I shit you not ltTIMEgt pm,0,0,0.898682245105772,True
tells u 2 call 09066358152 to claim 5000 prize U have 2 enter all ur mobile personal details the prompts Careful,1,1,0.9034102033908755,True
You are awarded a SiPix Digital Camera call 09061221061 from landline Delivery within 28days T Cs Box177 M221BP 2yr warranty 150ppm 16 p p399,1,1,0.9416448872371592,True
HARD BUT TRUE How much you show amp express your love to someonethat much it will hurt when they leave you or you get seperatedud evening,0,0,0.9006518790012668,True
I think asking for a gym is the excuse for lazy people I jog,0,0,0.8256947707929054,True
Glad to see your reply,0,1,0.7633062294961193,False
Send me yettys number pls,0,0,0.9209389383450498,True
Wat time do u wan 2 meet me later,0,0,0.9832935404109808,True
Sorry da I gone mad so many pending works what to do,0,0,0.9438900611730076,True
I walked an hour 2 c u doesnt that show I care y wont u believe im serious,0,0,0.9304893033146504,True
FREE MESSAGEThanks for using the Auction Subscription Service 18 150pMSGRCVD 2 Skip an Auction txt OUT 2 Unsubscribe txt STOP CustomerCare 08718726270,1,1,0.984635546232501,True
For real tho this sucks I cant even cook my whole electricity is out And Im hungry,0,0,0.8334497753262453,True
Do you know why god created gap between your fingers So that One who is made for you comes amp fills those gaps by holding your hand with LOVE,0,0,0.7591540568968169,True
Went fast asleep deartake care,0,0,0.9107249200712532,True
Convey my regards to him,0,0,0.914323107450521,True
Your opinion about me 1 Over 2 Jada 3 Kusruthi 4 Lovable 5 Silent 6 Spl character 7 Not matured 8 Stylish 9 Simple Pls reply,0,0,0.8087504198725268,True
Gud ni8swt drmstake care,0,0,0.9293748010428214,True
No 1 POLYPHONIC tone 4 ur mob every week Just txt PT2 to 87575 1st Tone FREE so get txtin now and tell ur friends 150ptone 16 reply HL 4info,1,1,0.9331462094569473,True
Well you told others youd marry them,0,0,0.9259772215535367,True
Am on the uworld site Am i buying the qbank only or am i buying it with the self assessment also,0,0,0.8923305065862047,True
Alright took the morphine Back in yo,0,0,0.9054234986168213,True
Sorry U can not unsubscribe yet THE MOB offer package has a min term of 54 weeks pls resubmit request after expiry Reply THEMOB HELP 4 more info,1,0,0.5033110350353499,False
So why didnt you holla,0,0,0.9133290078441433,True
Promotion Number 8714714 UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK Txt STORE to 88039 SkilGme TsCs087147403231WinawkAge16 150perWKsub,1,1,0.872991543522219,True
alright babe,0,0,0.8172829614487132,True
Do u noe how 2 send files between 2 computers,0,0,0.8439794762178169,True
say until like dat i dun buy ericsson oso cannot oredi lar,0,0,0.9240076256168203,True
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,0,0.9603081242126811,True
22 146tf150p,1,0,0.8375136683249538,False
COME BACK TO TAMPA FFFFUUUUUUU,0,0,0.8450838454936744,True
I only haf msn Its yijuehotmailcom,0,0,0.8815288104570522,True
OK im waliking ard now Do u wan me 2 buy anything go ur house,0,0,0.9746825861525844,True
I have no idea where you are,0,0,0.8621543178455442,True
We have sent JD for Customer Service cum Accounts Executive to ur mail id For details contact us,0,1,0.7185092728698903,False
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,0,0,0.8061645295110851,True
Are you wet right now,0,0,0.818207218880562,True
If you want to mapquest it or something look up usf dogwood drive,0,0,0.8780981507905932,True
sad puppy noise,0,0,0.8578009340369815,True
I feel like a dick because I keep sleeping through your texts and facebook messages Sup you in town,0,0,0.8542413554107623,True
Lemme know when youre here,0,0,0.940588161168368,True
Crucify is c not s You should have told me earlier,0,0,0.9525214481861363,True
Ok try to do week end course in coimbatore,0,0,0.8365923737385604,True
Im not driving Raining Then ill get caught at e mrt station lor,0,0,0.9681712004777683,True
Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,0,0.9410971652026098,True
Cold Dont be sad dear,0,0,0.8973540194033853,True
Just got up have to be out of the room very soon i hadnt put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7 wahay another hour in bed,0,0,0.9398121324270973,True
Nt joking seriously i told,0,0,0.8904642622997896,True
Hello madam how are you,0,0,0.8880635880196671,True
Wan2 win a MeetGreet with Westlife 4 U or a m8 They are currently on what tour 1Unbreakable 2Untamed 3Unkempt Text 12 or 3 to 83049 Cost 50p std text,1,1,0.9406523539047692,True
K k sms chat with me,0,1,0.8007491678054404,False
Bloomberg Message center 447797706009 Why wait Apply for your future bloombergcom,1,1,0.7209234888783115,True
I love ya too but try and budget your money better babe Gary would freak on me if he knew,0,0,0.9139483658565046,True
Wot u up 2 Thout u were gonna call me Txt bak luv K,0,1,0.5924077296856975,False
Hello baby did you get back to your moms Are you setting up the computer now Filling your belly How goes it loverboy I miss you already sighs,0,0,0.7920905524912472,True
Thank u IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0,0,0.9307328512698377,True
Lol they were mad at first but then they woke up and gave in,0,0,0.9358481660382038,True
Awesome I remember the last time we got somebody high for the first time with diesel V,0,0,0.8092800586720619,True
Say this slowly GODI LOVE YOU amp I NEED YOUCLEAN MY HEART WITH YOUR BLOODSend this to Ten special people amp u c miracle tomorrow do itplspls do it,0,0,0.8979623738624938,True
She told to hr that he want posting in chennaibecause im working here,0,0,0.9717838289388884,True
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,0,0,0.8585493160110926,True
2mro i am not coming to gym machan Goodnight,0,0,0.910405113523898,True
You have 1 new voicemail Please call 08719181513,1,1,0.8556441282300158,True
Oh my god Ive found your number again Im so glad text me back xafter this msgs cst std ntwk chg 150,1,0,0.84986995884994,False
You flippin your shit yet,0,0,0.7454479617199948,True
And I dont plan on staying the night but I prolly wont be back til late,0,0,0.9161173453375763,True
Have you seen whos back at Holby,0,0,0.8489556191419968,True
